bidder_id,company_type,udyam_valid,udyam_expired,gst_registered,gst_status_active,gst_returns_filed_pct,pan_valid,itr_filed_last_year,income_tax_defaulter,epfo_applicable,epfo_compliant,esic_applicable,esic_compliant,make_in_india_local_content_pct,make_in_india_required_threshold,startup_india_claimed,startup_india_verified,nsic_claimed,nsic_verified,oem_authorization_required,oem_authorization_provided,blacklisted_flag,debarment_active,documents_missing_count,name_mismatch_across_docs,document_authenticity_score,turnover_consistency_ratio,years_since_registration,past_disputes_count,compliance_score,risk_level
BID00333,MSME,1,0,1,1,75.9,1,1,0,1,1,0,1,64.2,50,0,0,0,0,0,1,1,0,0,0,76.9,1.13,3,0,65.8,High
BID00334,MSME,1,1,1,1,82.9,1,1,0,1,1,1,0,55.3,20,1,1,0,0,0,1,0,0,0,0,89.3,1.35,19,1,79.0,Medium
BID00335,MSME,1,1,1,1,99.4,1,1,1,0,1,1,1,58.0,20,0,0,0,0,0,1,0,0,1,0,69.8,1.26,21,1,71.8,Medium
BID00336,MSME,1,0,1,1,88.1,1,0,0,1,1,0,1,39.0,30,0,0,0,0,0,1,0,0,1,0,80.4,0.65,21,0,83.7,Medium
BID00337,NSIC Registered,1,1,1,1,89.6,1,1,0,1,1,1,1,79.6,50,0,0,0,0,0,1,0,0,3,0,83.5,0.54,9,0,85.6,Medium
BID00338,Large Enterprise,1,0,1,1,68.6,1,1,0,1,1,0,1,44.2,20,0,0,0,0,0,1,0,0,1,0,72.3,0.95,23,1,88.8,Low
BID00339,Startup,1,1,1,1,71.8,1,1,0,0,1,0,1,21.7,20,0,0,0,0,0,1,0,0,3,0,84.7,1.19,0,0,82.7,Medium
BID00340,MSME,1,0,1,1,100.0,1,1,0,0,1,1,1,35.7,20,0,0,0,0,0,1,0,0,3,0,96.4,1.16,22,1,88.8,Low
BID00341,Startup,1,0,1,1,74.0,1,0,0,1,1,1,1,46.3,20,1,1,0,0,1,1,0,0,2,1,100.0,1.02,3,0,83.4,Medium
BID00342,Startup,1,0,1,1,100.0,1,1,0,1,1,1,1,79.9,50,0,0,0,0,0,1,0,0,3,0,82.2,1.15,12,0,87.3,Low
BID00343,MSME,1,0,1,1,81.4,1,1,0,0,1,1,1,53.9,20,0,0,0,0,0,1,0,0,0,0,79.5,1.21,5,0,90.9,Low
BID00344,Startup,1,0,1,1,85.0,1,1,1,1,1,0,1,50.3,20,0,0,0,0,0,1,0,0,0,0,81.9,1.02,14,0,89.9,Low
BID00345,MSME,0,1,1,1,100.0,1,1,0,0,1,0,1,23.8,20,1,1,0,0,0,1,0,0,0,0,92.5,1.16,13,2,79.8,Medium
BID00346,Large Enterprise,1,0,1,1,100.0,0,1,0,1,1,0,1,74.6,30,0,0,0,0,1,1,0,0,1,0,77.5,1.18,24,0,85.6,Medium
BID00347,Large Enterprise,1,0,1,1,83.3,1,1,0,1,1,0,1,38.7,20,0,0,0,0,0,1,0,0,1,0,77.5,0.99,2,0,88.5,Low
BID00348,MSME,1,0,1,1,79.2,1,1,0,0,1,1,1,52.5,20,0,0,0,0,0,1,0,0,1,0,88.3,1.37,23,0,88.2,Low
BID00349,MSME,1,0,1,1,84.2,1,1,0,1,1,0,1,92.0,50,0,0,0,0,0,1,0,0,1,0,91.2,0.7,18,0,91.5,Low
BID00350,Large Enterprise,1,0,1,1,90.1,1,1,0,0,1,1,0,67.7,20,0,0,1,1,1,1,0,0,1,0,87.4,1.41,5,0,86.5,Medium
BID00351,Startup,0,1,1,1,98.4,1,0,0,1,1,0,1,14.3,20,0,0,0,0,0,1,0,0,0,0,86.5,1.26,1,0,82.1,Medium
BID00352,NSIC Registered,1,0,1,1,85.1,1,1,0,1,1,1,1,10.8,20,1,0,0,0,0,1,0,0,1,0,79.2,1.54,8,0,76.3,Medium
BID00353,Large Enterprise,1,0,0,0,94.3,1,1,1,0,1,0,1,53.4,30,0,0,0,0,0,1,0,0,3,0,85.2,0.62,12,1,64.9,High
BID00354,MSME,0,1,1,1,100.0,1,1,0,1,1,0,1,24.7,50,0,0,0,0,0,1,0,0,1,0,56.4,0.91,17,0,78.4,Medium
BID00355,MSME,1,1,1,1,90.7,1,1,0,0,1,1,0,71.2,50,0,0,0,0,0,1,0,0,1,0,100.0,1.12,11,0,86.7,Medium
BID00356,Large Enterprise,1,0,1,1,89.7,1,1,0,1,1,1,1,56.1,30,0,0,0,0,0,1,0,0,1,0,86.9,1.06,20,0,92.9,Low
BID00357,MSME,1,0,1,1,62.2,1,1,0,0,1,0,1,59.1,30,0,0,0,0,0,1,0,0,0,0,100.0,0.89,21,0,96.3,Low
BID00358,Large Enterprise,1,0,1,1,45.5,1,1,0,0,1,1,1,37.3,50,0,0,0,0,1,1,0,0,2,0,100.0,1.08,3,0,88.4,Low
BID00359,OEM,1,0,1,1,90.8,1,1,0,1,1,0,1,98.5,20,0,0,0,0,1,1,0,0,0,0,75.2,1.31,22,0,89.8,Low
BID00360,Large Enterprise,0,1,1,1,83.6,1,1,0,0,1,0,1,100.0,50,0,0,0,0,0,1,0,0,1,0,80.6,1.04,6,0,85.1,Medium
BID00361,MSME,1,0,1,1,77.3,1,1,0,0,1,1,1,48.0,30,0,0,0,0,0,1,1,0,1,0,71.8,0.66,11,0,63.0,High
BID00362,Large Enterprise,1,0,1,1,88.7,1,1,0,1,1,1,1,63.8,20,1,0,0,0,0,1,0,0,2,0,77.0,1.51,22,1,75.8,Medium
BID00363,Startup,1,0,1,1,84.1,1,1,0,1,1,0,1,57.4,50,0,0,0,0,0,1,0,0,1,0,66.2,0.76,10,0,90.5,Low
BID00364,Startup,1,0,1,1,100.0,1,1,0,1,1,1,1,48.5,20,0,0,0,0,0,1,0,0,0,1,73.9,0.7,6,1,82.0,Medium
BID00365,OEM,1,0,1,1,86.3,1,1,0,1,1,1,1,34.2,20,0,0,0,0,0,1,0,0,1,0,72.6,0.82,9,0,91.7,Low
BID00366,MSME,1,1,1,1,73.8,1,1,0,1,0,0,1,27.9,30,0,0,0,0,0,1,0,0,2,0,95.6,0.85,8,1,85.5,Medium
BID00367,OEM,1,0,1,1,99.9,1,1,0,1,1,0,1,26.6,50,1,1,1,1,1,1,0,0,0,0,65.6,1.07,1,0,89.3,Low
BID00368,OEM,1,0,1,1,81.7,1,0,0,1,1,1,1,65.1,30,0,0,1,1,0,1,0,0,1,0,100.0,1.65,4,0,84.7,Medium
BID00369,MSME,1,0,1,1,92.9,1,1,0,0,1,1,1,42.0,50,0,0,0,0,1,1,0,0,1,0,81.1,0.78,9,0,89.6,Low
BID00370,MSME,1,0,1,1,77.8,1,1,0,1,1,0,1,0.0,50,0,0,0,0,0,1,0,0,1,0,100.0,1.27,24,0,88.2,Low
BID00371,MSME,1,0,0,0,75.3,1,1,0,0,1,0,1,66.1,20,0,0,0,0,0,1,0,0,1,0,73.4,1.49,13,0,83.8,Medium
BID00372,MSME,1,0,1,1,86.3,1,1,0,1,1,0,1,54.0,20,0,0,0,0,1,1,0,0,0,0,94.3,0.89,15,0,93.8,Low
BID00373,MSME,1,0,1,1,85.2,1,1,0,1,1,1,1,88.7,20,0,0,0,0,0,1,1,0,0,0,67.4,0.98,1,0,67.9,High
BID00374,Large Enterprise,0,1,1,1,92.2,1,1,0,0,1,0,1,64.3,30,0,0,0,0,0,1,0,0,2,0,67.3,1.08,18,0,85.5,Medium
BID00375,MSME,1,0,1,1,81.0,1,1,0,1,1,0,1,18.0,20,1,1,0,0,0,1,0,0,4,0,98.1,0.89,22,0,85.8,Medium
BID00376,MSME,1,0,1,1,57.5,1,1,1,1,1,0,1,0.0,30,0,0,0,0,0,1,0,0,0,0,83.5,0.55,8,0,77.8,Medium
BID00377,NSIC Registered,1,0,1,1,78.5,1,1,0,1,1,0,1,37.0,20,0,0,0,0,0,1,0,0,3,0,82.6,1.34,13,0,86.0,Medium
BID00378,MSME,1,0,1,1,96.9,1,1,0,1,1,1,1,39.4,30,0,0,0,0,0,1,0,0,2,0,73.0,1.04,14,0,89.9,Low
BID00379,NSIC Registered,1,0,1,1,80.5,1,0,0,1,0,0,1,78.6,50,0,0,0,0,0,1,0,0,1,0,74.5,0.86,18,0,81.7,Medium
BID00380,MSME,1,0,1,1,81.3,1,1,0,0,1,1,1,54.8,30,0,0,0,0,0,1,0,0,4,0,65.8,0.99,7,1,77.4,Medium
BID00381,MSME,1,0,1,1,99.8,1,1,0,1,1,1,1,83.3,30,0,0,0,0,0,1,0,0,0,0,78.7,0.92,14,0,95.2,Low
BID00382,Large Enterprise,1,0,1,1,74.3,1,1,0,0,1,0,1,21.9,30,0,0,0,0,0,1,0,0,3,1,88.1,1.15,7,0,75.9,Medium
BID00383,Large Enterprise,1,1,1,1,61.9,1,1,0,0,1,0,1,79.1,50,0,0,0,0,0,1,0,0,2,1,86.0,0.78,3,0,77.1,Medium
BID00384,NSIC Registered,1,0,1,1,82.6,1,1,1,1,1,0,1,73.0,30,0,0,0,0,0,1,0,0,0,0,86.1,0.91,5,0,88.1,Low
BID00385,Large Enterprise,0,1,1,1,77.7,1,1,0,1,1,0,1,4.5,50,0,0,0,0,1,1,0,0,4,0,60.4,1.04,10,0,64.4,High
BID00386,NSIC Registered,1,0,1,1,70.5,0,1,0,0,1,1,0,88.1,20,1,1,0,0,0,1,0,1,1,0,87.4,0.51,11,0,49.1,High
BID00387,MSME,1,1,1,0,82.4,1,1,0,0,1,0,1,57.3,20,1,1,1,1,0,1,0,0,1,0,81.2,0.94,23,0,80.8,Medium
BID00388,MSME,1,0,1,1,92.4,1,1,0,1,1,1,1,64.8,50,0,0,0,0,0,1,1,0,2,0,75.6,0.83,8,1,60.5,High
BID00389,Large Enterprise,1,1,1,1,84.9,1,1,0,1,1,0,1,33.4,30,0,0,0,0,0,1,0,0,0,0,70.2,1.15,17,1,86.8,Medium
BID00390,NSIC Registered,1,1,1,1,89.6,1,1,0,1,1,1,1,86.9,20,0,0,0,0,1,1,1,0,2,0,93.0,1.06,16,0,65.4,High
BID00391,OEM,1,0,1,1,100.0,1,0,1,1,1,0,1,25.4,30,1,1,0,0,0,1,0,0,1,0,59.5,1.32,20,0,71.5,Medium
BID00392,Startup,0,1,1,1,79.9,1,1,0,1,1,1,1,75.8,30,0,0,0,0,0,1,0,0,1,0,70.2,0.5,2,1,70.8,Medium
BID00393,MSME,1,0,1,1,89.2,1,1,1,0,1,0,1,75.5,50,0,0,0,0,0,1,0,0,2,0,86.8,0.85,12,0,79.7,Medium
BID00394,Large Enterprise,1,0,1,1,77.4,1,1,0,1,1,0,1,30.6,20,0,0,1,1,1,0,0,0,1,0,78.8,1.05,5,0,89.7,Low
BID00395,MSME,1,0,1,1,72.3,1,1,0,0,1,1,1,100.0,50,0,0,1,1,1,0,0,0,0,0,89.5,1.32,13,0,84.6,Medium
BID00396,OEM,1,0,1,1,76.2,1,1,0,0,1,0,1,60.8,50,0,0,0,0,0,1,0,0,1,0,86.2,0.72,0,0,86.3,Medium
BID00397,NSIC Registered,1,0,1,1,77.8,1,1,0,1,1,0,1,71.3,50,0,0,0,0,1,1,0,0,2,0,76.8,0.8,3,0,90.6,Low
BID00398,Startup,1,0,1,1,90.4,1,0,0,1,1,0,1,16.8,50,0,0,0,0,0,1,0,0,3,0,64.7,1.33,21,1,67.6,High
BID00399,Large Enterprise,1,1,1,1,100.0,1,0,0,0,1,0,1,100.0,30,0,0,0,0,1,0,0,0,0,0,94.0,1.58,17,0,80.4,Medium
BID00400,Large Enterprise,0,1,1,1,74.3,1,1,0,0,1,1,1,24.4,20,0,0,0,0,0,1,0,0,1,0,82.9,1.43,10,0,76.8,Medium
BID00401,MSME,1,0,1,1,78.8,1,0,0,0,1,1,1,80.6,20,0,0,0,0,0,1,0,0,1,0,69.2,1.43,10,1,83.0,Medium
BID00402,OEM,1,1,1,1,84.1,1,1,0,1,1,1,1,30.1,20,1,1,0,0,0,1,0,0,1,0,59.8,1.11,7,0,87.4,Low
BID00403,Startup,1,1,1,1,90.9,1,1,1,1,0,1,1,39.5,30,0,0,0,0,0,1,0,0,1,0,89.0,1.03,3,1,78.1,Medium
BID00404,NSIC Registered,1,1,1,1,89.0,1,0,0,1,0,1,1,74.7,30,0,0,0,0,0,1,0,0,3,0,77.4,1.48,1,1,67.7,High
BID00405,MSME,1,0,1,1,100.0,1,1,0,1,1,0,1,80.7,50,0,0,0,0,1,1,0,0,0,0,71.3,0.92,0,0,94.1,Low
BID00406,NSIC Registered,1,1,1,1,48.6,1,0,0,0,1,1,1,23.2,50,0,0,1,0,0,1,0,0,1,0,99.1,0.75,23,0,71.4,Medium
BID00407,MSME,1,0,1,1,49.2,1,1,0,1,1,1,1,82.3,50,0,0,0,0,0,1,1,0,2,1,62.5,1.07,9,0,51.8,High
BID00408,MSME,1,0,1,1,77.6,1,1,0,0,1,1,1,81.1,50,1,0,0,0,1,1,0,0,1,1,82.0,0.91,16,0,80.1,Medium
BID00409,OEM,1,0,1,0,100.0,1,1,0,1,1,0,1,31.6,20,1,0,1,1,1,1,0,0,0,0,93.7,0.81,6,0,86.5,Medium
BID00410,MSME,1,0,1,1,61.5,1,0,0,0,1,0,1,95.0,50,0,0,0,0,1,1,0,0,1,0,90.9,1.21,6,0,84.2,Medium
BID00411,MSME,0,1,1,1,39.9,1,1,0,0,1,1,1,18.6,30,0,0,0,0,0,1,0,0,1,0,69.4,0.94,12,1,76.8,Medium
BID00412,OEM,1,0,1,1,93.6,1,1,0,1,1,0,1,39.4,30,0,0,0,0,0,1,0,0,2,0,100.0,1.05,21,0,94.6,Low
BID00413,OEM,1,0,1,0,88.7,1,1,0,0,1,1,0,67.0,30,0,0,0,0,1,1,1,0,2,0,100.0,1.14,23,1,56.5,High
BID00414,Large Enterprise,1,0,1,1,68.6,1,1,0,1,1,0,1,33.7,50,0,0,0,0,1,1,0,0,0,0,97.3,0.56,0,0,90.2,Low
BID00415,Large Enterprise,1,0,1,1,70.2,1,1,0,1,1,0,1,61.6,20,0,0,0,0,0,1,0,0,0,0,74.6,1.31,0,1,87.6,Low
BID00416,Startup,1,0,1,1,70.5,1,1,0,0,1,1,1,61.0,20,0,0,1,0,0,1,0,0,1,0,82.3,1.58,12,0,75.9,Medium
BID00417,MSME,0,1,1,0,86.7,1,1,0,0,1,0,1,50.3,50,0,0,0,0,0,1,0,0,1,0,100.0,1.32,0,0,79.8,Medium
BID00418,MSME,1,0,1,1,75.6,1,1,0,1,1,0,1,75.8,50,0,0,0,0,0,1,1,0,0,1,90.3,0.2,5,0,52.1,High
BID00419,Large Enterprise,1,0,1,1,92.4,1,1,0,1,0,1,1,49.3,30,0,0,0,0,0,1,0,0,1,0,77.3,1.06,22,2,86.5,Medium
BID00420,Large Enterprise,1,0,1,0,42.2,1,1,0,0,1,0,1,60.8,30,0,0,0,0,0,1,0,0,1,0,82.4,0.54,24,1,75.1,Medium
BID00421,Large Enterprise,1,1,1,1,72.1,1,1,0,0,1,1,1,83.7,20,1,1,0,0,0,1,0,0,1,0,66.7,1.3,9,0,84.1,Medium
BID00422,Large Enterprise,1,0,1,1,68.1,1,1,0,1,1,1,0,74.8,30,0,0,1,1,1,0,0,0,1,0,98.8,1.3,20,2,72.4,Medium
BID00423,MSME,1,0,1,1,81.2,1,0,0,0,1,1,1,74.7,30,0,0,0,0,0,1,0,0,3,1,83.8,1.09,0,0,77.1,Medium
BID00424,Startup,0,1,1,1,76.9,1,1,0,1,1,1,1,26.3,50,0,0,0,0,0,1,0,0,1,0,100.0,0.34,24,0,77.7,Medium
BID00425,MSME,1,0,1,1,97.0,1,1,0,1,0,1,1,68.1,20,0,0,0,0,0,1,1,0,1,1,63.1,1.0,4,0,59.4,High
BID00426,Startup,1,0,1,0,57.1,1,1,0,1,1,0,1,33.0,50,0,0,0,0,0,1,0,0,0,0,73.3,0.72,21,0,78.9,Medium
BID00427,Startup,1,0,1,1,85.7,1,1,0,1,1,1,1,23.0,20,0,0,0,0,0,1,0,0,2,0,84.4,1.03,24,0,92.8,Low
BID00428,NSIC Registered,1,0,1,1,93.4,1,1,0,0,1,1,1,53.2,50,0,0,0,0,0,1,0,0,1,0,100.0,1.0,1,0,94.1,Low
BID00429,MSME,1,0,1,0,100.0,1,1,0,1,1,0,1,32.4,20,0,0,0,0,0,1,0,0,0,1,85.9,1.26,2,1,76.8,Medium
BID00430,MSME,1,0,1,1,77.8,1,1,0,0,1,0,1,74.8,30,0,0,0,0,0,1,0,0,0,0,75.9,0.96,22,0,91.2,Low
BID00431,MSME,1,0,1,1,89.9,1,1,0,1,1,0,1,75.4,20,0,0,0,0,0,1,0,0,0,0,85.2,1.42,2,1,92.0,Low
BID00432,Large Enterprise,1,0,1,1,57.9,1,1,0,0,1,0,1,7.4,20,1,1,1,1,0,1,0,0,0,0,76.9,1.1,17,1,85.7,Medium
BID00433,Large Enterprise,1,0,1,1,49.1,1,1,0,0,1,0,1,34.3,50,0,0,0,0,1,1,0,0,2,0,96.4,0.87,22,0,84.5,Medium
BID00434,MSME,1,0,0,0,97.7,1,1,0,0,1,0,1,18.5,20,0,0,0,0,0,1,0,0,3,1,95.3,0.98,7,0,77.9,Medium
BID00435,MSME,0,1,1,1,84.9,1,1,0,0,1,0,1,43.4,20,0,0,1,1,0,1,0,0,0,0,100.0,1.32,8,0,83.8,Medium
BID00436,Large Enterprise,1,1,0,0,100.0,1,1,0,1,1,0,1,66.4,20,1,1,0,0,0,1,0,0,2,0,65.3,1.36,1,0,75.0,Medium
BID00437,MSME,1,1,0,0,64.4,1,0,0,0,1,1,1,48.9,50,1,1,0,0,1,0,0,0,1,0,63.3,0.33,1,0,57.0,High
BID00438,NSIC Registered,1,0,1,1,92.8,1,1,0,0,1,1,1,40.3,20,0,0,1,0,0,1,0,0,1,0,82.2,0.7,15,0,84.5,Medium
BID00439,Large Enterprise,0,1,1,0,100.0,1,1,0,1,1,0,1,87.5,50,0,0,0,0,1,0,0,0,2,0,94.8,0.84,6,0,66.3,High
BID00440,MSME,0,1,1,1,91.3,1,1,0,0,1,1,1,0.0,30,0,0,0,0,0,1,0,0,0,0,97.3,1.35,3,0,76.3,Medium
BID00441,MSME,1,0,1,1,89.1,1,0,0,1,1,1,1,85.9,50,0,0,0,0,0,1,0,0,2,0,87.9,1.31,4,3,76.8,Medium
BID00442,OEM,1,0,1,1,85.1,1,1,0,1,1,0,1,41.4,20,1,1,0,0,0,1,0,0,2,0,94.8,1.25,0,0,94.1,Low
BID00443,MSME,1,1,1,1,61.4,1,1,1,0,1,0,1,53.0,30,0,0,0,0,1,0,0,0,1,0,100.0,1.28,21,0,67.0,High
BID00444,MSME,1,1,1,1,100.0,1,1,0,1,1,1,1,41.8,20,0,0,0,0,0,1,0,0,0,0,75.5,1.43,9,1,84.3,Medium
BID00445,NSIC Registered,1,0,1,1,75.8,1,0,0,0,1,0,1,93.6,50,0,0,0,0,1,0,1,0,2,0,100.0,1.14,12,0,53.3,High
BID00446,OEM,1,0,1,1,92.6,1,1,0,1,1,0,1,24.2,30,0,0,0,0,0,1,0,0,1,1,100.0,1.27,23,0,86.3,Medium
BID00447,OEM,1,0,1,0,61.6,1,1,0,1,1,0,1,55.3,30,0,0,0,0,0,1,0,0,0,0,78.4,1.11,14,0,84.8,Medium
BID00448,Large Enterprise,1,0,1,1,67.3,1,1,0,1,0,0,1,68.2,30,0,0,0,0,0,1,0,1,3,0,73.6,1.26,0,0,49.9,High
BID00449,MSME,1,0,1,1,100.0,1,1,0,1,1,0,1,14.7,20,0,0,0,0,0,1,0,0,1,0,94.1,0.88,17,1,89.5,Low
BID00450,MSME,1,0,1,1,79.8,1,1,0,0,1,0,1,32.0,30,0,0,0,0,0,1,0,0,2,0,100.0,0.78,22,0,92.3,Low
BID00451,Large Enterprise,1,0,1,1,100.0,0,1,0,1,1,1,1,51.3,30,0,0,0,0,0,1,0,0,3,1,74.9,0.84,13,0,69.1,High
BID00452,Large Enterprise,1,0,1,1,83.8,1,1,0,1,1,0,1,32.8,30,0,0,0,0,0,1,0,0,3,0,100.0,0.93,17,0,89.6,Low
BID00453,Startup,1,0,1,1,57.4,1,1,0,1,1,0,1,34.6,30,0,0,0,0,0,1,0,0,2,0,73.5,1.2,24,0,83.5,Medium
BID00454,OEM,1,1,1,1,98.4,1,1,0,1,1,0,1,46.3,50,1,1,0,0,0,1,0,0,0,0,82.4,1.41,21,1,84.2,Medium
BID00455,MSME,1,0,1,1,76.2,1,1,1,0,1,0,1,71.2,20,0,0,0,0,1,1,0,0,1,0,71.4,0.85,11,0,74.6,Medium
BID00456,Startup,0,1,1,1,95.5,1,1,0,1,1,1,1,46.4,20,1,0,0,0,0,1,0,0,1,0,90.2,1.63,11,0,74.8,Medium
BID00457,MSME,1,0,1,1,85.4,1,1,0,0,1,0,1,82.0,30,1,1,0,0,0,1,0,0,0,0,86.6,0.94,4,0,96.4,Low
BID00458,Startup,1,0,1,1,61.9,1,1,0,0,1,1,1,30.1,50,0,0,1,0,0,1,0,0,2,0,85.6,1.0,6,0,75.2,Medium
BID00459,MSME,1,0,1,0,87.5,1,1,0,0,1,1,1,23.7,30,0,0,0,0,0,1,0,0,1,1,77.5,1.07,23,1,70.9,Medium
BID00460,MSME,1,0,0,0,100.0,1,1,0,0,1,1,1,100.0,20,0,0,0,0,0,1,1,0,0,0,79.9,0.84,12,2,56.0,High
BID00461,MSME,1,0,1,1,92.4,1,1,0,1,1,1,1,38.6,20,0,0,0,0,0,1,0,0,3,0,84.2,0.87,8,1,84.3,Medium
BID00462,Large Enterprise,1,0,1,1,84.1,1,1,0,1,0,0,1,22.2,20,1,1,0,0,0,1,0,0,5,0,81.9,0.92,5,0,82.9,Medium
BID00463,Large Enterprise,0,1,1,1,100.0,1,1,0,0,1,1,1,11.4,30,0,0,0,0,0,1,0,0,0,0,84.5,0.71,20,0,83.3,Medium
BID00464,Large Enterprise,1,0,1,1,88.2,1,1,0,0,1,1,1,81.9,30,0,0,0,0,0,1,0,1,0,0,67.0,0.8,6,0,70.3,High
BID00465,OEM,0,1,1,1,88.1,1,1,0,0,1,0,1,46.5,50,0,0,1,1,0,1,0,0,3,1,59.2,0.98,17,1,72.3,Medium
BID00466,MSME,0,1,1,1,68.6,1,1,0,0,1,1,1,48.7,50,0,0,0,0,0,1,0,0,1,0,89.2,0.9,14,0,84.8,Medium
BID00467,MSME,1,0,1,0,88.5,1,1,0,1,1,1,1,51.0,20,0,0,0,0,0,1,0,0,3,0,89.6,0.84,7,1,82.0,Medium
BID00468,NSIC Registered,0,1,0,0,100.0,1,1,1,1,0,1,1,80.3,20,0,0,0,0,0,1,0,0,0,0,87.8,1.26,19,0,67.6,High
BID00469,MSME,1,0,1,1,72.5,1,0,0,0,1,1,1,50.5,50,0,0,1,1,0,1,0,0,1,0,91.3,0.56,15,0,84.6,Medium
BID00470,OEM,1,0,1,1,100.0,1,1,0,0,1,1,1,100.0,20,0,0,0,0,0,1,0,0,1,1,79.6,1.15,16,1,80.9,Medium
BID00471,MSME,1,0,1,1,83.6,1,0,0,1,1,1,0,58.3,50,0,0,0,0,0,1,0,0,2,0,80.8,1.04,2,1,79.5,Medium
BID00472,OEM,0,1,1,1,71.7,1,1,0,0,1,0,1,81.5,30,0,0,0,0,0,1,0,0,0,0,79.3,1.07,12,1,85.5,Medium
BID00473,MSME,0,1,1,1,100.0,1,0,0,1,1,1,1,75.1,20,0,0,0,0,0,1,0,0,2,0,63.3,0.69,8,0,75.0,Medium
BID00474,NSIC Registered,1,0,1,1,80.7,1,1,0,1,0,1,1,54.1,20,0,0,0,0,0,1,0,0,0,0,91.9,0.86,19,0,93.9,Low
BID00475,Startup,1,0,1,1,96.4,1,1,0,0,1,0,1,40.3,50,1,0,0,0,0,1,0,0,1,0,94.4,1.1,14,0,84.6,Medium
BID00476,OEM,1,0,1,1,80.6,1,1,0,0,1,1,1,63.3,30,0,0,0,0,0,1,0,0,2,0,96.2,0.86,15,0,91.4,Low
BID00477,MSME,1,0,1,0,84.1,1,1,0,1,1,0,1,67.8,20,0,0,0,0,1,1,0,0,0,0,81.3,0.62,15,0,88.8,Low
BID00478,Large Enterprise,1,0,1,1,92.4,1,0,0,1,1,1,0,40.7,20,0,0,0,0,0,1,0,0,1,0,76.4,0.93,18,0,87.8,Low
BID00479,OEM,1,0,1,1,89.4,1,1,0,1,1,1,1,59.2,50,0,0,0,0,1,1,1,0,2,0,79.4,0.95,3,1,61.3,High
BID00480,Startup,1,0,1,1,55.1,1,1,0,0,1,0,1,85.9,30,0,0,0,0,0,1,0,0,0,0,78.8,1.18,18,2,84.5,Medium
BID00481,Large Enterprise,1,0,1,1,68.2,1,0,0,1,1,1,1,100.0,50,0,0,0,0,0,1,0,0,0,0,61.0,1.28,18,0,85.7,Medium
BID00482,Large Enterprise,0,1,1,1,98.9,1,1,0,0,1,1,1,76.4,30,1,1,0,0,0,1,0,0,2,0,88.6,1.03,1,0,81.9,Medium
BID00483,Startup,1,0,1,1,83.0,1,1,0,0,1,0,1,100.0,30,0,0,0,0,0,1,0,0,2,0,95.1,1.11,5,1,90.7,Low
BID00484,Large Enterprise,1,0,1,1,77.1,1,1,0,0,1,1,1,39.3,50,0,0,0,0,0,1,0,0,1,0,87.6,1.26,12,0,86.3,Medium
BID00485,Large Enterprise,1,0,1,1,64.6,1,0,1,1,1,0,1,72.5,50,0,0,0,0,1,1,0,0,0,0,85.3,0.95,14,0,80.7,Medium
BID00486,OEM,0,1,1,1,68.8,1,1,0,0,1,0,1,88.5,30,0,0,0,0,0,1,1,0,2,0,77.5,1.14,9,0,50.8,High
BID00487,MSME,0,1,1,1,54.7,1,1,0,1,1,1,1,32.6,50,0,0,1,1,0,1,0,0,2,0,94.1,0.65,21,1,72.7,Medium
BID00488,MSME,1,0,1,1,83.5,1,1,0,1,1,0,1,42.9,20,0,0,0,0,0,1,0,0,0,0,83.9,0.86,9,1,89.7,Low
BID00489,OEM,1,0,1,1,76.0,1,1,0,1,1,0,1,98.4,20,0,0,0,0,0,1,0,0,0,0,70.4,1.43,3,0,91.7,Low
BID00490,NSIC Registered,1,0,1,1,70.5,1,1,0,1,1,0,1,30.6,20,0,0,0,0,0,1,0,0,2,0,100.0,1.26,13,2,78.6,Medium
BID00491,Startup,1,0,1,1,84.0,1,0,0,0,1,0,1,21.5,20,0,0,0,0,0,1,0,0,3,0,92.8,1.21,7,0,84.0,Medium
BID00492,Large Enterprise,1,0,1,1,90.5,1,0,0,1,1,0,1,93.2,20,0,0,0,0,0,1,0,0,2,0,100.0,0.78,5,0,88.9,Low
BID00493,MSME,1,0,1,1,100.0,1,1,0,1,1,1,0,84.9,50,0,0,1,1,1,1,0,0,2,0,99.0,0.62,11,1,86.9,Medium
BID00494,MSME,1,0,1,1,62.3,1,1,0,0,1,0,1,65.8,30,0,0,0,0,0,1,0,0,1,0,77.5,0.76,7,0,88.0,Low
BID00495,Startup,1,0,1,1,100.0,1,1,1,1,1,1,1,53.9,50,1,1,0,0,1,0,0,0,0,1,81.6,1.03,5,0,73.7,Medium
BID00496,MSME,1,0,1,1,99.6,1,1,0,0,1,1,1,44.0,20,1,1,0,0,0,1,0,0,1,0,97.1,1.13,14,0,99.2,Low
BID00497,Large Enterprise,1,0,1,1,73.3,1,1,0,1,1,0,1,62.0,20,0,0,1,1,0,1,0,0,1,0,70.9,1.4,24,0,89.0,Low
BID00498,MSME,1,0,1,0,88.0,1,0,0,1,0,1,1,94.5,50,0,0,1,0,1,1,0,0,1,0,100.0,0.7,18,0,78.2,Medium
BID00499,OEM,0,1,1,1,78.1,1,1,0,0,1,0,1,61.0,50,1,1,0,0,0,1,0,0,2,0,88.9,0.86,13,1,81.1,Medium
BID00500,OEM,1,0,1,1,87.8,1,1,0,1,1,1,1,100.0,30,0,0,0,0,0,1,0,0,1,0,94.9,1.41,2,0,91.9,Low
